Food Code,Food Name,Group,Type,Air (Water) (g),Energi (Energy) (Kal),Protein (Protein) (g),Lemak (Fat) (g),Karbohidrat (CHO) (g),Serat (Fibre) (g),Abu (ASH) (g),Kalsium (Ca) (mg),Fosfor (P) (mg),Besi (Fe) (mg),Natrium (Na) (mg),Kalium (K) (mg),Tembaga (Cu) (mg),Seng (Zn) (mg),Retinol (Vit. A) (mcg),Beta-Karoten (Carotenes) (mcg),Thiamin (Vit. B1) (mg),Riboflavin (Vit. B2) (mg),Niasin (Niacin) (mg),Karoten Total (Re) (mcg),Vitamin C (Vit. C) (mg)
AR004,"Rice, black, raw",Cereals,Raw,12.9,351.0,8.0,1.3,76.9,20.1,0.9,6.0,198.0,0.1,15.0,105.0,0.1,1.6,0.0,0.0,0.21,0.06,0.0,0.0,0.0
AP004,"Rice, flour, raw",Cereals,Processed/Products,12.0,353.0,7.0,0.5,80.0,2.4,0.5,5.0,140.0,0.8,5.0,241.0,0.1,0.8,0.0,0.0,0.12,0.1,1.2,0.0,0.0
BP020,"Rice, ganyong",Starchy Roots & Tubers,Processed/Products,9.3,364.0,3.4,0.7,86.3,4.7,0.5,4.0,47.0,5.0,4.0,72.2,0.2,0.6,,1.0,0.02,0.02,0.3,0.0,0.0
AR012,"Rice, mashed, raw",Cereals,Raw,11.5,354.0,7.8,0.4,79.9,3.8,0.4,3.0,112.0,0.6,5.0,85.0,0.5,1.5,0.0,0.0,0.25,0.22,5.1,,0.0
AR001,"Rice, milled, raw",Cereals,Raw,,357.0,8.4,1.7,77.1,0.2,0.8,147.0,81.0,1.8,27.0,71.0,0.1,0.5,0.0,0.0,0.2,0.08,2.6,0.0,0.0
AR002,"Rice, milled, variant pelita, raw",Cereals,Raw,,369.0,9.5,1.4,77.1,0.4,0.6,68.0,171.0,1.4,34.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0
AR003,"Rice, milled, variant rojolele, raw",Cereals,Raw,12.0,357.0,8.4,1.7,77.1,0.2,0.8,147.0,81.0,1.8,34.0,112.9,0.14,0.1,,0.0,0.2,0.02,1.5,80.0,0.0
AR011,"Rice, parboiled",Cereals,Raw,10.0,353.0,6.8,0.6,80.0,0.5,2.5,5.0,142.0,0.8,2.0,46.0,0.28,1.0,0.0,0.0,0.22,0.11,3.4,,0.0
AR013,"Rice, red, mashed, raw",Cereals,Raw,14.6,352.0,7.3,0.9,76.2,0.8,1.0,15.0,257.0,4.2,10.0,202.0,0.36,1.9,0.0,0.0,0.34,0.0,3.3,0.0,0.0
BP021,"Rice, siger",Starchy Roots & Tubers,Processed/Products,13.5,344.0,1.1,0.2,28.3,5.6,0.7,32.0,22.0,5.6,106.0,77.9,0.1,0.5,,0.0,0.02,0.1,0.2,0.0,0.0
AP002,"Rice, steamed",Cereals,Processed/Products,71.0,120.0,2.4,0.4,26.0,0.5,0.2,3.0,7.0,0.4,0.0,23.9,0.1,0.4,,0.0,0.1,0.0,1.4,,0.0
AP003,"Rice, tapai",Cereals,Processed/Products,75.5,99.0,1.7,0.3,22.4,0.0,0.1,4.0,19.0,0.0,26.0,2.0,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR035,"Ricebean, dried",Grains and Legumes,Raw,9.9,358.0,23.4,2.4,60.6,7.4,3.7,269.0,264.0,0.5,13.0,1457.7,0.35,,,20.0,0.1,0.2,2.5,,2.0
CR007,"Ricebean, seeds, dried",Grains and Legumes,Raw,14.0,331.0,25.0,1.0,58.0,23.6,2.0,80.0,400.0,5.0,12.0,1322.4,0.68,2.7,0.0,,0.3,0.75,2.3,,
ER043,"Ripe ambarella, fresh",Fruits,Raw,88.0,46.0,1.0,0.1,10.3,2.6,0.6,15.0,22.0,2.8,2.0,216.2,0.03,0.1,,164.0,0.08,0.23,0.3,233.0,30.0
ER110,"Ripe breadfruit, fresh",Fruits,Raw,67.8,126.0,1.6,0.2,24.5,1.5,1.0,37.0,47.0,1.6,25.0,436.0,0.09,0.1,,30.0,0.18,0.17,3.9,2000.0,58.0
KR002,"Ripe coconut, meat, fresh",Fat and Oil,Raw,46.9,359.0,3.4,34.7,14.0,4.7,1.0,21.0,98.0,2.0,3.0,293.9,0.44,1.1,0.0,0.0,0.1,0.0,0.0,,2.0
ER028,Ripe plum mango,Fruits,Raw,80.8,68.0,0.7,0.1,18.0,2.2,0.4,9.0,20.0,1.0,3.0,129.0,,,,329.0,0.03,0.07,0.7,1020.0,111.0
CR047,"River tamarind, seeds, old, fresh",Grains and Legumes,Raw,61.4,148.0,10.6,0.5,26.2,17.0,1.3,155.0,59.0,2.2,28.0,628.5,0.03,2.4,,,0.23,0.49,2.8,416.0,20.0
CR046,"River tamarind, seeds, young, fresh",Grains and Legumes,Raw,77.4,85.0,5.7,0.3,15.4,10.8,1.2,180.0,53.0,2.7,35.0,485.7,0.02,1.4,,0.0,0.08,1.15,1.0,423.0,15.0
CR048,"River tamarind, variant gung, without skin",Grains and Legumes,Raw,10.2,367.0,46.4,5.4,32.5,2.6,4.4,136.0,441.0,23.3,65.0,1462.3,0.07,5.6,,,0.06,1.15,1.0,18900.0,9.0
CR049,"River tamarind, variant local, with skin",Grains and Legumes,Raw,13.5,336.0,23.8,1.2,59.7,15.4,1.8,867.0,321.0,1.5,134.0,1858.9,0.07,5.4,,,0.15,1.34,0.9,321.0,16.0
GR027,"Rohu fish, fresh",Fish and Other Seafood,Raw,78.2,101.0,10.3,3.7,6.7,0.0,1.1,50.0,140.0,0.4,70.0,210.0,,0.4,67.0,,0.0,0.1,0.1,,
AP103,Roti boong,Cereals,Processed/Products,34.0,341.0,5.5,16.2,43.3,,1.0,15.0,65.0,1.1,161.0,41.0,,0.9,,,0.4,0.3,2.4,,0.0
CP020,"Rubber seeds, bungkil",Grains and Legumes,Processed/Products,12.0,333.0,29.3,3.3,50.0,,29.4,102.0,660.0,12.0,,,,,0.0,,0.1,,,,0.0
EP009,Rujak aceh,Fruits,Processed/Products,78.7,82.0,0.4,0.3,19.7,2.4,0.9,,,,,,,,,10.0,0.22,0.03,,,42.0
DP046,Rujak cingur,Vegetables,Processed/Products,70.1,153.0,11.3,8.4,8.0,1.4,1.4,256.0,143.0,4.4,,,,,18.0,,0.16,,,2880.0,2.0
ER018,"Ruruhi fruit (Syzygium polycephalum Merr), fresh",Fruits,Raw,93.0,29.0,2.1,0.7,3.6,2.6,0.3,6.0,7.0,0.0,36.0,45.0,0.0,0.1,,7.0,0.06,0.01,,,10.0
GP048,Rusip,Fish and Other Seafood,Processed/Products,18.2,320.0,7.2,4.2,63.3,,7.1,240.0,570.0,6.6,20.0,1040.0,1.5,6.2,917.0,,0.0,0.0,4.9,,
FP063,"RW, dog, dish",Meat and Poultry,Processed/Products,60.8,198.0,24.6,10.7,0.9,,3.0,1071.0,876.0,4.0,1604.0,226.0,0.1,2.8,256.0,,0.35,0.2,,,
ER081,"Saba banana, fresh",Fruits,Raw,71.9,109.0,0.8,0.5,26.3,5.7,1.0,10.0,30.0,0.5,10.0,300.0,0.1,0.2,,0.0,0.1,0.0,0.1,,9.0
GP088,"Saboko saltan, dish",Fish and Other Seafood,Processed/Products,76.0,113.0,17.1,3.6,3.0,,0.3,240.0,60.0,0.5,40.0,350.0,0.2,0.6,27.0,,,,0.1,,
FR034,"Sago caterpillar, fresh",Meat and Poultry,Raw,65.9,241.0,5.8,21.6,5.8,2.8,0.9,20.0,70.0,0.5,210.0,210.0,1.0,7.7,,0.0,0.17,1.45,0.1,,
FP020,"Sago caterpillar, roasted",Meat and Poultry,Processed/Products,41.3,380.0,11.9,30.3,14.9,4.8,1.6,30.0,120.0,1.5,260.0,550.0,3.1,14.2,,0.0,0.5,2.5,0.1,,
DR091,Sago mushroom,Vegetables,Raw,91.3,48.0,1.9,3.2,2.8,1.0,0.8,10.0,90.0,0.6,100.0,440.0,0.6,0.6,,0.0,0.2,0.2,6.5,,
BP023,Sago porridge,Starchy Roots & Tubers,Processed/Products,62.5,167.0,0.2,4.0,33.0,,0.3,3.0,3.0,0.1,7.0,0.0,0.1,0.1,0.0,0.0,9.0,,0.1,0.0,0.0
BR018,"Sago, aren, dried",Starchy Roots & Tubers,Raw,11.9,355.0,0.6,1.1,85.6,0.3,0.8,91.0,167.0,2.2,2.0,200.0,0.0,0.3,,,0.04,0.1,0.5,0.0,0.0
BR019,"Sago, aren, fresh",Starchy Roots & Tubers,Raw,42.5,231.0,0.6,0.2,56.6,3.2,0.1,20.0,20.0,0.1,7.0,0.0,0.1,0.1,0.0,,0.2,0.0,0.0,0.0,0.0
BR022,"Sago, cassava, dried",Starchy Roots & Tubers,Raw,12.0,362.0,0.5,0.3,86.9,,0.3,0.0,0.0,0.0,,,,,,0.0,0.0,,,0.0,0.0
BR020,"Sago, kasbi, fresh",Starchy Roots & Tubers,Raw,42.5,230.0,0.6,0.2,56.5,3.0,0.2,20.0,1.0,0.3,100.0,410.0,0.1,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0
BR021,"Sago, lempeng",Starchy Roots & Tubers,Raw,13.5,347.0,0.9,0.3,85.2,4.7,0.1,30.0,30.0,0.2,11.0,0.0,0.1,0.1,0.0,0.0,0.3,0.0,0.0,,0.0
BP052,"Sago, ongol-ongol",Starchy Roots & Tubers,Processed/Products,75.3,111.0,0.3,2.7,21.2,0.3,0.5,79.0,15.0,1.7,,,,,0.0,,0.06,,,0.0,0.0
BP058,Sagu lemak (Kue Sagon),Starchy Roots & Tubers,Processed/Products,4.3,452.0,2.8,14.8,76.8,1.1,0.7,15.0,39.0,1.1,182.0,52.7,0.04,0.8,,1220.0,0.32,0.04,0.1,0.0,0.0
BP060,Sagu rendang,Starchy Roots & Tubers,Processed/Products,8.2,364.0,0.1,0.2,90.5,1.9,1.0,13.0,9.0,3.9,42.0,15.1,0.1,0.1,,0.0,0.02,0.6,0.8,0.0,0.0
ER025,"Saipan mango, fresh",Fruits,Raw,72.5,98.0,1.4,0.2,25.4,1.9,0.5,21.0,15.0,0.5,3.0,250.9,0.13,0.1,,2533.0,0.03,0.09,0.7,1218.0,56.0
ER101,"Salak (snake fruit), fresh",Fruits,Raw,78.0,77.0,0.4,,20.9,,0.7,28.0,18.0,4.2,,,0.08,0.2,,4.0,0.04,,,0.0,2.0
ER098,"Salak bali, fresh",Fruits,Raw,85.1,57.0,0.5,0.1,13.6,1.3,0.7,94.0,25.0,2.1,,,0.08,0.2,0.0,3.0,0.0,,,37.0,0.0
ER099,"Salak medan, fresh",Fruits,Raw,78.1,55.0,0.4,0.2,12.8,3.2,8.5,6.0,46.0,0.5,39.0,113.0,0.2,0.3,0.0,4.0,0.04,0.03,,,58.0
ER100,"Salak pondoh, fresh",Fruits,Raw,77.9,87.0,0.8,0.4,20.1,0.0,0.8,38.0,31.0,3.9,,,0.08,0.2,0.0,,0.0,0.12,0.1,40.0,8.0
GR072,"Sale fish, fresh",Fish and Other Seafood,Raw,81.0,64.0,12.0,1.0,2.0,0.0,4.0,217.0,78.0,1.7,231.0,,0.37,0.1,0.0,244.0,,,,,
GP004,"Salted fish, dried",Fish and Other Seafood,Processed/Products,40.0,193.0,42.0,1.5,0.0,0.0,16.5,200.0,300.0,0.0,,,,,,,0.01,,,,0.0
GP018,"Salted lomak, raw",Fish and Other Seafood,Processed/Products,21.6,258.0,40.3,2.3,18.9,0.0,16.9,140.0,279.0,2.3,6227.0,485.1,2.3,,,,0.1,0.3,6.0,,
GP009,"Salted skipjack tuna, raw",Fish and Other Seafood,Processed/Products,41.7,198.0,36.5,2.2,5.5,0.0,14.1,236.0,346.0,3.7,4304.0,302.1,,,0.0,,0.06,,,0.0,0.0
EP013,Sanggara belanda,Fruits,Processed/Products,47.1,242.0,6.4,7.1,38.2,,1.2,,,,,,,,,,,,,,
ER104,"Sapodilla, fresh",Fruits,Raw,75.5,92.0,0.5,1.1,22.4,9.5,0.5,25.0,12.0,1.0,26.0,110.2,0.04,0.1,0.0,111.0,0.01,0.04,1.4,60.0,21.0
GP089,"Sardine saboko, dish",Fish and Other Seafood,Processed/Products,70.0,110.0,12.9,4.3,4.9,,7.9,220.0,520.0,6.0,200.0,280.0,0.2,3.9,37.0,,,,,,
GR066,"Sardine, fresh",Fish and Other Seafood,Raw,78.9,101.0,15.1,4.1,1.0,0.0,0.9,32.0,163.0,0.0,50.0,320.0,0.7,0.6,,,0.02,0.05,1.5,,
AP105,Sarimuka,Cereals,Processed/Products,61.5,166.0,2.3,2.8,32.9,,0.5,36.0,13.0,2.0,3.0,34.0,0.0,0.0,,,,,,,
FP064,"Satay, turtle, dish",Meat and Poultry,Processed/Products,57.4,179.0,22.5,3.5,13.3,0.0,3.3,187.0,238.0,14.4,,,,0.0,,0.0,0.1,,0.0,,
FP073,"Saudara soup, dish",Meat and Poultry,Processed/Products,82.4,89.0,7.2,5.0,3.9,,1.5,10.0,174.0,9.0,274.0,50.0,0.2,1.1,,,0.09,0.12,2.0,,0.0
DP059,Sauted spinach with coconut milk,Vegetables,Processed/Products,91.2,48.0,1.4,4.2,2.6,0.5,0.6,129.0,27.0,0.8,,,,,0.0,,0.01,,,2988.0,22.0
CP058,Sayur lebui,Grains and Legumes,Processed/Products,83.9,64.0,2.1,0.6,12.5,5.7,0.9,21.0,2.0,1.0,124.0,146.0,0.2,0.7,,14.0,,0.0,0.1,,
GP050,"Sea cucumber, jerky, raw",Fish and Other Seafood,Processed/Products,12.5,462.0,39.1,32.4,3.5,0.0,12.5,499.0,616.0,96.4,315.0,402.5,,,2.0,0.0,1.37,0.0,5.3,144.0,0.0
DR140,Seaweed,Vegetables,Raw,87.0,41.0,1.4,0.3,8.1,2.2,3.2,80.0,20.0,1.6,250.0,380.0,0.2,0.4,,1958.0,0.2,0.0,0.1,,7.0
GP032,"Seluang fish, dried, raw",Fish and Other Seafood,Processed/Products,12.4,415.0,61.3,17.6,2.9,0.0,5.8,258.0,919.0,7.0,381.0,488.0,17.6,1.0,0.0,,0.03,0.1,17.3,0.0,0.0
GR007,"Seluang fish, fresh",Fish and Other Seafood,Raw,74.0,123.0,20.0,4.8,0.0,0.0,1.2,20.0,150.0,2.0,67.0,271.1,0.0,0.9,45.0,21.0,0.05,0.1,6.0,,0.0
GR065,"Seluang fish, fresh",Fish and Other Seafood,Raw,65.0,204.0,16.0,15.0,0.0,0.0,4.0,20.0,200.0,2.0,341.0,291.0,0.4,2.6,30.0,0.0,0.05,0.0,5.6,,0.0
KR001,"Semi-ripe coconut, meat, fresh",Fat and Oil,Raw,70.0,180.0,4.0,15.0,10.0,2.4,1.0,8.0,55.0,1.3,4.0,317.7,0.29,2.9,,0.0,0.05,0.01,0.1,10.0,4.0
ER084,"Senorita banana, fresh",Fruits,Raw,72.1,99.0,1.3,0.2,25.6,4.3,0.8,10.0,19.0,0.9,28.0,475.0,0.25,0.5,,43.0,0.07,0.12,1.0,618.0,4.0
GP091,"Sepi, dish",Fish and Other Seafood,Processed/Products,66.1,88.0,7.9,1.6,10.6,,13.8,924.0,350.0,2.3,873.0,258.0,1.0,1.1,783.0,,,,,,
DR027,"Serang goseweed leaves, fresh",Vegetables,Raw,84.6,62.0,4.2,0.9,9.2,1.3,1.1,171.0,64.0,0.6,,,,,0.0,,0.02,,,7347.0,20.0
KR013,Sesame oil,Fat and Oil,Raw,0.1,881.0,0.2,99.7,0.0,0.0,0.0,10.0,5.0,0.1,2.0,20.0,0.0,0.0,0.0,0.0,0.01,0.07,0.1,,0.0
CR052,"Sesame, raw",Grains and Legumes,Raw,5.8,568.0,19.3,51.1,18.1,3.6,5.8,1125.0,614.0,9.5,18.0,303.7,4.16,7.9,,15.0,0.93,0.2,5.7,,0.0
DP056,Shabu-shabu,Vegetables,Processed/Products,87.1,88.0,3.2,8.0,0.8,0.9,0.9,217.0,48.0,2.9,514.0,,,,82.0,,0.2,,,2000.0,0.0
NR007,"Shallot, fresh",Herbs and Spices,Raw,88.0,46.0,1.5,0.3,9.2,1.7,1.0,36.0,40.0,0.8,7.0,178.6,0.06,0.2,,2.0,0.03,0.04,0.2,,2.0
DR018,"Shallot, leaf, fresh",Vegetables,Raw,89.1,41.0,2.0,0.3,7.8,2.1,0.8,60.0,40.0,2.3,30.0,90.0,0.1,0.3,0.0,218.0,0.1,0.1,0.2,,11.0
DR137,Shameplant,Vegetables,Raw,80.2,76.0,3.6,0.3,14.6,7.1,1.3,119.0,84.0,3.3,1.0,631.0,0.6,1.4,,4762.0,0.6,0.6,,,6.0
KR007,"Shark oil, liver",Fat and Oil,Raw,0.0,902.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21212.0,0.0,0.0,0.0,0.0,,0.0
GP014,"Shark, fish, dried",Fish and Other Seafood,Processed/Products,23.1,298.0,46.3,3.6,20.2,,6.8,335.0,846.0,2.5,957.0,1457.0,0.5,2.0,661.0,,0.84,0.11,22.5,,
GR028,"Shark, fresh",Fish and Other Seafood,Raw,85.7,57.0,10.7,0.3,2.2,0.0,1.1,75.0,206.0,2.0,,,0.02,,,,0.05,,,0.0,0.0
DR053,"Shield aralia leaves, fresh",Vegetables,Raw,82.0,57.0,3.7,0.3,11.8,,2.2,474.0,49.0,4.0,,,,,,,0.06,,,5450.0,83.0
GP054,Shredded fish,Fish and Other Seafood,Processed/Products,6.4,435.0,27.2,20.2,36.1,,10.1,,,,,,,,,,,0.8,24.3,,
GP053,Shreded snakehead murrel,Fish and Other Seafood,Processed/Products,11.6,513.0,23.7,37.0,21.3,,6.4,25.0,25.0,0.5,61.0,15.0,0.0,0.2,,,,,,,
NP008,Shrimp paste,Herbs and Spices,Processed/Products,39.0,220.0,15.0,0.9,38.0,2.3,7.1,37.0,36.0,2.8,7981.0,307.9,0.5,1.3,,0.0,0.01,0.13,1.7,0.0,0.0
BP045,"Shrimp, chips, fried",Starchy Roots & Tubers,Processed/Products,4.4,477.0,4.7,20.5,68.5,5.0,1.9,24.0,188.0,0.9,449.0,109.0,0.1,0.2,,0.0,0.2,0.0,0.9,,0.0
FP067,"Sie reuboh, dish",Meat and Poultry,Processed/Products,32.4,474.0,11.2,42.5,11.7,,2.2,26.0,62.0,1.3,677.0,176.0,2.4,3.2,141.0,9.0,0.46,0.26,,,
GR009,"Silver pomfret, fresh",Fish and Other Seafood,Raw,80.0,78.0,14.5,0.6,3.7,0.0,1.2,26.0,521.0,3.8,26.0,692.0,4.7,4.1,732.0,0.0,0.2,0.04,3.0,,0.0
DR070,"Singkil leaves, fresh",Vegetables,Raw,80.9,68.0,2.0,1.0,15.2,3.3,0.9,178.0,86.0,2.1,,,,,,,0.02,,,6042.0,3.0
BP061,Sinole sago,Starchy Roots & Tubers,Processed/Products,22.0,354.0,0.8,8.3,68.9,,0.1,10.0,30.0,0.8,30.0,11.0,0.2,0.3,0.0,0.0,,,,0.0,0.0
GP090,Skewered milkfish,Fish and Other Seafood,Processed/Products,47.1,283.0,12.1,16.8,20.9,2.0,3.1,118.0,186.0,1.2,543.0,199.0,0.2,0.9,,2.0,0.02,0.02,0.0,0.0,0.0
JP010,"Skimmed milk, fresh",Milk and Dairy Products,Processed/Products,90.5,36.0,3.5,0.1,5.1,,0.8,123.0,97.0,0.1,38.0,,,,0.0,,0.04,,,,1.0
JP009,"Skimmed milk, powder",Milk and Dairy Products,Processed/Products,3.5,359.0,35.6,1.0,52.0,0.0,7.9,1300.0,1030.0,0.6,470.0,1745.0,0.04,4.1,,10.0,0.35,1.05,1.2,,7.0
GP081,Skin pempek,Fish and Other Seafood,Processed/Products,45.7,243.0,5.2,7.3,39.1,,2.7,16.0,96.0,2.0,555.0,102.0,0.1,0.6,,,0.2,0.02,0.9,,
GR018,"Skipjack tuna, fresh",Fish and Other Seafood,Raw,66.7,134.0,25.5,1.3,5.0,,1.5,29.0,29.0,0.5,197.0,489.0,0.1,0.5,,,0.3,0.02,0.8,,
GR020,"Skipjack tuna, heart, fresh",Fish and Other Seafood,Raw,73.4,120.0,11.3,3.9,10.0,,1.4,30.0,30.0,0.9,420.0,280.0,1.6,4.3,,,,,0.2,,
GR019,"Skipjack tuna, liver, fresh",Fish and Other Seafood,Raw,73.0,107.0,19.6,0.7,5.5,0.0,1.2,23.0,242.0,2.9,66.0,239.0,0.2,0.6,386.0,0.0,0.17,0.05,21.7,,0.0
GR021,"Skipjack tuna, stomach, fresh",Fish and Other Seafood,Raw,76.3,116.0,11.2,1.2,10.2,,1.1,10.0,40.0,3.4,360.0,250.0,0.5,1.9,908.0,,,,0.1,,0.0
AR010,"Small broken rice, raw",Cereals,Raw,12.0,362.0,7.7,4.4,73.0,0.2,0.2,22.0,272.0,3.7,90.0,201.0,0.1,0.5,0.0,0.0,0.55,0.0,1.9,,0.0
GP046,"Small shrimp (Acetes), dried, raw",Fish and Other Seafood,Processed/Products,18.3,357.0,41.1,10.0,25.6,0.0,5.0,217.0,904.0,5.2,,,,,0.0,,0.27,,,329.0,0.0
GP052,"Small shrimp, raw",Fish and Other Seafood,Processed/Products,24.5,273.0,47.8,3.8,12.5,,11.5,1109.0,789.0,2.4,651.0,802.0,2.6,10.8,,,,,,,
GP031,"Smoked catfish, raw",Fish and Other Seafood,Processed/Products,8.5,534.0,40.2,39.3,4.9,2.0,7.1,199.0,1244.0,2.7,673.0,673.0,0.3,2.6,,410.0,0.02,0.5,0.0,0.0,0.0
GP058,Smoked skipjack tuna (papua smoked),Fish and Other Seafood,Processed/Products,64.3,155.0,20.1,3.8,10.2,,1.6,20.0,240.0,2.1,90.0,390.0,0.3,0.1,86.0,,,0.7,0.2,,
GP008,"Smoked skipjack tuna, raw",Fish and Other Seafood,Processed/Products,56.9,204.0,34.2,5.6,1.9,,1.4,14.0,399.0,1.3,176.0,588.0,0.3,0.7,1546.0,,0.53,0.07,,,
GP011,"Smoked snakehead murrel, raw",Fish and Other Seafood,Processed/Products,26.4,261.0,38.1,2.3,21.9,0.0,11.3,2510.0,1840.0,2.9,320.0,410.0,0.4,0.8,114.0,,0.1,0.1,14.5,,
GR037,"Snail, fresh",Fish and Other Seafood,Raw,82.1,70.0,10.8,0.7,5.2,,1.2,53.0,72.0,2.0,342.0,101.0,0.5,0.5,401.0,,0.22,0.05,5.8,,
GP001,"Snail, jerky, raw",Fish and Other Seafood,Processed/Products,6.7,441.0,48.7,20.3,15.8,0.0,8.4,692.0,523.0,16.6,,,,,6.0,,0.56,,,1408.0,69.0
DR132,"Snake gourd, fresh",Vegetables,Raw,95.1,19.0,0.6,0.1,3.9,1.0,0.3,20.0,10.0,0.4,130.0,30.0,0.1,0.1,,69.0,0.1,0.1,0.1,,9.0
GP012,"Snakehead murrel, dried",Fish and Other Seafood,Processed/Products,24.0,268.0,58.0,4.0,0.0,0.0,14.0,15.0,100.0,0.1,,,,,30.0,,0.1,,,,0.0
GR025,"Snakehead murrel, fresh",Fish and Other Seafood,Raw,79.6,80.0,16.2,0.5,2.6,0.0,1.1,170.0,139.0,0.1,65.0,254.0,0.3,0.4,335.0,,0.4,0.2,0.1,,
GP036,"Snakeskin gourami, dried, raw",Fish and Other Seafood,Processed/Products,43.0,194.0,38.0,3.5,0.0,0.0,15.5,20.0,200.0,1.0,,,,,0.0,0.0,0.01,,,,0.0
GR068,"Snakeskin gourami, fresh",Fish and Other Seafood,Raw,80.0,74.0,10.3,1.4,4.1,0.0,4.2,972.0,253.0,3.9,554.0,126.1,305.2,0.2,13.0,0.0,0.24,0.1,1.9,28.0,0.0
GR030,"Snapper, fresh",Fish and Other Seafood,Raw,77.0,92.0,20.0,0.7,0.0,0.0,2.3,20.0,200.0,1.0,,,,,9.0,,0.05,,,,0.0
AR014,"Sorghum, raw",Cereals,Raw,11.0,366.0,11.0,3.3,73.0,1.2,1.7,28.0,287.0,4.4,7.0,249.0,,,0.0,0.0,0.09,0.14,2.8,,0.0
FP074,"Soto bandung, dish",Meat and Poultry,Processed/Products,89.9,42.0,3.9,1.7,2.8,0.4,1.8,74.0,75.0,1.8,,,,,6.0,20.0,,,0.0,0.0,0.0
FP075,"Soto banjar, dish",Meat and Poultry,Processed/Products,83.7,110.0,2.9,9.5,3.2,,0.7,28.0,28.0,0.3,36.0,6.0,0.0,0.2,12.0,,0.05,,,770.0,0.0
FP076,"Soto betawi, dish",Meat and Poultry,Processed/Products,75.9,135.0,2.5,8.8,11.5,0.5,1.3,222.0,72.0,1.9,,,,,6.0,,0.04,,0.0,336.0,0.0
FP078,"Soto kudus, masakan",Meat and Poultry,Processed/Products,91.6,38.0,2.6,2.3,1.8,0.2,1.7,237.0,67.0,1.7,,,,,23.0,,0.06,,0.5,128.0,0.0
FP079,"Soto madura, dish",Meat and Poultry,Processed/Products,89.8,60.0,3.5,4.5,1.3,0.0,0.9,361.0,126.0,3.8,,,,,26.0,,0.06,,0.0,121.0,0.0
FP080,"Soto padang, dish",Meat and Poultry,Processed/Products,75.0,127.0,5.9,6.6,11.0,0.7,2.0,298.0,94.0,1.5,,,,,12.0,,0.22,,0.0,204.0,0.0
FP081,"Soto pekalongan, dish",Meat and Poultry,Processed/Products,83.8,94.0,3.0,6.8,5.1,0.3,1.3,322.0,79.0,2.0,,,,,14.0,,0.29,,0.0,119.0,0.0
FP082,"Soto pemalang, dish",Meat and Poultry,Processed/Products,86.0,75.0,3.6,5.2,3.5,0.0,1.7,170.0,80.0,2.1,,,,,16.0,,0.13,,0.0,30.0,0.0
FP083,"Soto sukaraja, dish",Meat and Poultry,Processed/Products,75.9,80.0,3.2,3.5,9.0,0.3,1.1,347.0,77.0,2.3,,,,,12.0,,0.04,,0.0,89.0,0.0
FP084,"Soto sulung, dish",Meat and Poultry,Processed/Products,88.1,86.0,2.3,8.5,0.0,0.0,1.1,200.0,120.0,2.9,,,,,20.0,,0.08,,0.0,105.0,0.0
DP053,Soup,Vegetables,Processed/Products,92.7,27.0,1.3,2.0,1.0,0.3,2.7,168.0,57.0,1.8,,,,,20.0,,0.1,,,2569.0,0.0
DR155,"Sour eggplant, fresh",Vegetables,Raw,90.5,37.0,2.0,0.4,6.3,3.2,0.8,13.0,59.0,1.5,3.0,155.0,0.3,0.3,,97.0,0.2,0.1,0.8,,4.0
JP005,"Sour milk for baby, powder",Milk and Dairy Products,Processed/Products,2.5,418.0,19.0,9.0,65.5,0.0,4.0,800.0,600.0,7.0,188.0,486.5,0.0,0.0,303.0,83.0,1.0,1.31,0.7,,30.0
DP047,Sour soup,Vegetables,Processed/Products,93.2,29.0,0.7,0.6,5.0,0.6,0.8,40.0,61.0,3.1,,,,,14.0,,0.1,,,2075.0,0.0
GP062,"Sour soup gete, dish",Fish and Other Seafood,Processed/Products,80.1,75.0,8.2,2.0,6.0,,3.8,1620.0,880.0,0.8,260.0,150.0,0.1,1.5,,,,,0.1,,
ER106,"Soursop, fresh",Fruits,Raw,81.7,65.0,1.0,0.3,16.3,3.2,0.7,14.0,27.0,0.6,2.0,298.9,0.08,1.0,,8.0,0.07,0.08,0.7,10.0,20.0
ER107,"Sowa, fresh",Fruits,Raw,87.7,48.0,1.6,0.6,9.1,45.0,10.0,50.0,40.0,0.3,9.0,0.0,0.1,1.5,0.0,364.0,0.15,0.23,0.2,,4.0
KR010,Soy oil,Fat and Oil,Raw,0.1,883.0,0.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CP060,Soybean milk,Grains and Legumes,Processed/Products,87.0,41.0,3.5,2.5,5.0,0.2,2.0,50.0,45.0,0.7,128.0,287.9,0.12,1.0,,,0.08,0.05,0.7,200.0,2.0
CP059,"Soybean milk, powder",Grains and Legumes,Processed/Products,3.0,344.0,30.0,20.0,43.0,6.2,4.0,450.0,500.0,4.0,56.0,2572.3,2.99,4.0,,0.0,0.7,0.16,2.0,2000.0,10.0
